,Hotel name,Min price,Stars,Chech in/out,Comments, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast, Cafe, Jacuzzi, Restaurant,     TV,     Ավտոկայանատեղի ,     Wi-Fi ինտերնետ,     Ֆեն,     Կոնֆերանս Դահլիճ,     Օդորակիչ,     Նախաճաշ,     Սեյֆ,     Մինիբար,     Զգեստապահարան,     Հեռախոս,     Սեղան/Գրասեղան,    Լողասենյակ , Laundry, Room service, Safe, Minibar, Wardrobe, Phone, Bathroom, Dryer, Playground, Fitness, Table/Desk, Billiards, Refrigerator, SPA, Kitchen, Grill/BBQ, Garden, Table tennis, Cottages, Kid's room, FB meal, HB meal, Microwave, Pets allowed, Tennis
162,Kecharis Hotel,30000,0,"Check in: 14:00
Check out: 12:00",2,,, Parking, Wi-Fi,,, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry,,,,,,,, Playground, Fitness,, Billiards,,,,,,,,,,,,,
163,Family Hotel,23000,3,"Check in: 12:00
Check out: 12:00",0,,,, Wi-Fi,, Air Conditioning,,,,,,,,,,,,,,,,,,,,,,,, Bathroom, Dryer,,,,,,,,,,,,,,,,,
164,Alpine Violet Hotel,13000,0,"Check in: 14:00
Check out: 12:00",0, TV, Pool,,,,,,,,,,,,,,,,,,,,,,,,,,,, Bathroom,, Playground,,, Billiards,,,,,, Table tennis,, Kid's room, FB meal,,,,
165,Amrots Hotel,14000,3,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,, Room service,,,,,,,,,,,,,,,,,,,,,,,
166,LucyTour Hotel,13000,0,"Check in: 14:00
Check out: 12:00",1,,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,, Playground, Fitness,,,,,,,,,,,,,,,
167,Vivas Hotel,12000,2,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,, Bathroom,,,,,,,,,, Garden,,,,,,,,
168,Gladzor Sanatorium,15000,0,"Check in: 14:00
Check out: 12:00",0,,, Parking,,,,,,,,,,,,,,,,,,,,,,,,,, Phone, Bathroom,,,, Table/Desk,,,,,, Garden,,,, FB meal,,,,
169,Nairi Hotel,14000,4,"Check in: 14:00
Check out: 12:00",0,, Pool, Parking,,,, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,,,,,,,, Bathroom,, Playground,,,,,,,,,,,,,,,,
170,Vahagn Resort,19500,3,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,, Phone, Bathroom,, Playground,,,,,,,,, Table tennis,,, FB meal,,,,
171,Mira Hotel,12000,0,"Check in: 14:00
Check out: 12:00",0,,,, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,, Wardrobe,,,,,,,,,,,,,,,,,,,,
172,Goris Hotel,15000,4,"Check in: 14:00
Check out: 12:00",0, TV,,,,,, Breakfast,,,,,,,,,,,,,,,,,,,,,, Phone, Bathroom,,,,,,,,,,,,,,,,,,
173,Diana Hotel,20000,4,"Check in: 14:00
Check out: 12:00",0,, Pool,, Wi-Fi, Conference Room,, Breakfast, Cafe,,,,,,,,,,,,,,,,,, Safe,,, Phone, Bathroom,, Playground,, Table/Desk,,,,,,,,,,,,,,
174,Gyumri Hotel Shirak,17000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,, Breakfast,,, Restaurant,,,,,,,,,,,,,,,,,,, Phone, Bathroom,,,,,,,,,,,,,,,,,,
175,Dilijan Park Resort & Villas,21000,0,"Check in: 14:00
Check out: 12:00",1, TV, Pool, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,, Room service,,,,,,,,,,,,,,,,,,,,,,,
176,Writers House Hotel,14000,3,"Check in: 13:00
Check out: 12:00",1, TV, Pool, Parking, Wi-Fi,,,,, Jacuzzi,,,,,,,,,,,,,,,,,,,,,,, Playground, Fitness,,,,,,,,,,,,,,,
177,SD Hotel,18000,3,"Check in: 14:00
Check out: 12:00",0, TV,,, Wi-Fi,, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,, Laundry, Room service, Safe,,, Phone,,,,,,,,,,,,,,,,,,,
178,General Sport Complex,22000,4,"Check in: 14:00
Check out: 12:00",1,, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning,,,,,,,,,,,,,,,,,,,, Safe,,,,,, Playground, Fitness,, Billiards,,,,,,,, Kid's room, FB meal,,,, Tennis
179,Alpina Hotel,33000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi, Conference Room,, Breakfast, Cafe, Jacuzzi, Restaurant,,,,,,,,,,,,,, Laundry, Room service, Safe, Minibar, Wardrobe, Phone, Bathroom, Dryer, Playground,, Table/Desk, Billiards, Refrigerator, SPA, Kitchen, Grill/BBQ, Garden, Table tennis, Cottages, Kid's room, FB meal, HB meal,,,
180,DoubleTree by Hilton,68000,4,"Check in: 14:00
Check out: 12:00",0, TV,,, Wi-Fi, Conference Room, Air Conditioning, Breakfast,, Jacuzzi,,,,,,,,,,,,,,,,, Safe,,,, Bathroom,,, Fitness,,,, SPA,,,,,,,,,,,
181,Hrazdan Hotel,28000,4,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi, Conference Room,, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,, Phone, Bathroom,,,,, Billiards,,,,,,,,,,,,,
182,Multi Grand Hotel,43000,5,"Check in: 14:00
Check out: 12:00",1,, Pool, Parking, Wi-Fi, Conference Room,, Breakfast, Cafe, Jacuzzi,,,,,,,,,,,,,,,, Room service,,,,, Bathroom,, Playground, Fitness,,,, SPA,,,,,, Kid's room,,,,,
183,Nare Hotel,22000,3,"Check in: 14:00
Check out: 12:00",0,, Pool, Parking, Wi-Fi,, Air Conditioning,,,, Restaurant,,,,,,,,,,,,,,,,,,, Phone, Bathroom,,,,, Billiards,,,,,,,,,,,,,
184,Panorama Resort,31000,0,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi,, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,,,,,,, Phone, Bathroom, Dryer,,,,, Refrigerator,, Kitchen,,,,, Kid's room,,,,, Tennis
185,Park Hotel Artsakh,19600,4,"Check in: 14:00
Check out: 12:00",0,,,, Wi-Fi,,, Breakfast, Cafe,,,,,,,,,,,,,,,, Laundry,,,,,,,,,,,,,,,,,,,,,,,,
186,Dghyak Pansion,18000,3,"Check in: 13:00
Check out: 12:00",0,,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,, Room service,,,, Phone,,, Playground,,, Billiards,,,, Grill/BBQ, Garden, Table tennis,,,,,,,
187,Lalaner Hotel Complex,10000,3,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,,, Breakfast, Cafe,,,,,,,,,,,,,,,,,,,,,, Bathroom,,,,,,,,,,,,,,,,,,
188,Life Hotel,10000,2,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Tufenkian Old Dilijan Hotel,24000,3,"Check in: 15:00
Check out: 12:00",1, TV,,, Wi-Fi, Conference Room, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,,, Room service,,,,, Bathroom,,,,,,,,,,,,, Kid's room,,,,,
190,Verona Hotel,23000,3,"Check in: 14:00
Check out: 12:00",0,,, Parking,,,,, Cafe,,,,,,,,,,,,,,,, Laundry,,,,,,,, Playground,,,,,,,,,,,,,,,,
191,Mina Hotel,19000,0,"Check in: 14:00
Check out: 12:00",0,,,, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,,, Phone,,,,,,,,,,,,,,,,,,,
192,Lara Hotel,12000,3,"Check in: 14:00
Check out: 12:00",0,,, Parking,,,,, Cafe,,,,,,,,,,,,,,,, Laundry,,,,,, Bathroom,,,,,, Refrigerator,,,,,,,,,,,,
193,Laguna Hotel,12000,0,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi,,,,,,,,,,,,,,,,,,,,, Room service, Safe,,, Phone, Bathroom, Dryer, Playground,,,,,,,,,,,,,,,,
194,Green House Hotel,8000,0,"Check in: 13:00
Check out: 12:00",0, TV,, Parking, Wi-Fi, Conference Room,, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,, Phone,,, Playground,,,,,,,,,,,,,,,,
195,Yeghevnut  Hotel,12000,3,"Check in: 14:00
Check out: 12:00",1,,,, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Qefilyan  Hotel and Restaurant Complex,15000,3,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry,,,, Wardrobe,,,,,,,, Refrigerator,,,,,,,,,,,,
197,Vallex Garden Hotel,41900,5,"Check in: 15:00
Check out: 12:00",3, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,,, Room service,, Minibar,, Phone, Bathroom, Dryer, Playground, Fitness, Table/Desk,,,,,, Garden,,,,,,,, Tennis
198,Villa Kars Hotel,25000,3,"Check in: 14:00
Check out: 12:00",0, TV,,, Wi-Fi,, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,,,,,,, Phone, Bathroom,,,,,,,,,,,,,,,,,,
199,Tavush Hotel,20000,0,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,,, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,,, Room service,,,,,,, Playground,,,,,,,,,,,,,,,,
200,Ariana Family Hotel,20000,0,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,, Laundry, Room service,,,,,,, Playground,,,,,,, Grill/BBQ,,,,, FB meal,,,,
201,Maria Resort Hotel,80000,0,"Check in: 14:00
Check out: 12:00",0,, Pool, Parking, Wi-Fi,,,,, Jacuzzi,,,,,,,,,,,,,,,,,,,,,,, Playground,,,,,,,,, Table tennis,,, FB meal,,,,
202,Getap Hotel,20000,0,"Check in: 13:00
Check out: 12:00",0,,,, Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,, Playground,,,,,,,,, Table tennis,,,,,,,
203,Villa Ayghedzor Hotel,25000,4,"Check in: 14:00
Check out: 12:00",0, TV,,, Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,, Phone,,,,,,,, SPA,,,,,,,,,,,
204,Park Village Hotel & Resort,30000,3,"Check in: 13:00
Check out: 12:00",0, TV,,,,, Air Conditioning,,,,,,,,,,,,,,,,,, Laundry, Room service,,, Wardrobe, Phone, Bathroom,,,,,, Refrigerator, SPA,,,,,,,,,,,
205,Nairi Rest House,9000,3,"Check in: 14:00
Check out: 12:00",0,,, Parking,,,,,,,,,,,,,,,,,,,,,,,,,,, Bathroom,, Playground,,, Billiards,,,,,, Table tennis,,, FB meal,,,,
206,Kechi Holiday House,12000,3,"Check in: 14:00
Check out: 12:00",0,,,,, Conference Room,,,,,,,,,,,,,,,,,,,,,,,,,,, Playground,,,,,,,,, Table tennis,,, FB meal,,,,
207,Alva Hotel & SPA,20000,4,"Check in: 14:00
Check out: 12:00",1, TV, Pool, Parking, Wi-Fi,,, Breakfast,, Jacuzzi, Restaurant,,,,,,,,,,,,,,, Room service, Safe,,,,,, Playground,, Table/Desk, Billiards,,,, Grill/BBQ,, Table tennis,,,,,,,
208,Cascade Hotel,30000,3,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,, Air Conditioning,, Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,, SPA,,,,,,,,,,,
209,Latar Hotel,75000,5,"Check in: 13:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,,,,,,, Table/Desk,,, SPA,,,, Table tennis,,, FB meal,,,, Tennis
210,Crystal Resort Aghveran,38000,4,"Check in: 14:00
Check out: 12:00",1, TV, Pool, Parking, Wi-Fi,, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,,,, Safe,,,,,, Playground, Fitness,, Billiards,,,,,, Table tennis,,,,,,,
211,Arzni N1 Resort,18000,0,"Check in: 10:00
Check out: 10:00",0,,,,,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,, Playground,,,,, SPA,,,,,,,,,,,
212,HyeLandz Eco Village Resort,34000,0,"Check in: 15:00
Check out: 12:00",0,,,,,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,, Playground,,,,,,,, Garden,,,,,,,,
213,Park Avenue Hotel,17000,0,"Check in: 13:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,, Air Conditioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, SPA,,,,,,,,,,,
214,Plaza Viktoria Hotel,20000,0,"Check in: 14:00
Check out: 12:00",0, TV,,, Wi-Fi, Conference Room,,,,, Restaurant,,,,,,,,,,,,,,, Room service,,,,,, Dryer,,,,,,,,,,,,,,,,,
215,Best Western Plus Paradise Hotel,34000,4,"Check in: 14:00
Check out: 12:00",1, TV, Pool, Parking, Wi-Fi,, Air Conditioning, Breakfast, Cafe,,,,,,,,,,,,,,,, Laundry, Room service, Safe,,,, Bathroom,, Playground, Fitness,,,,,,, Garden,,,,,,,,
216,Mirhav Hotel,15000,0,"Check in: 14:00
Check out: 12:00",0, TV,,,,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Vayk Hotel,12500,0,"Check in: 14:00
Check out: 12:00",1,,, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,, Phone,,,,,,,,,,,,,,,,,,,
218,Ani Hotel,20000,3,"Check in: 14:00
Check out: 12:00",0,,,,,,,,,, Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, FB meal,,,,
219,Jermuk Anush Hotel,10000,3,"Check in: 14:00
Check out: 12:00",0, TV,, Parking,,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, FB meal,,,,
220,Dian Hotel,15000,0,"Check in: 14:00
Check out: 12:00",0,,, Parking,, Conference Room,, Breakfast,,,,,,,,,,,,,,,,,,,,,, Phone, Bathroom,,,,, Billiards,,,,,, Table tennis,,,,,,,
221,Tufenkian Avan Dzoraget Hotel,34400,4,"Check in: 15:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning,,,,,,,,,,,,,,,,,, Laundry, Room service,,,,,,, Playground, Fitness,,,,,,, Garden,,, Kid's room,,,,,
222,Jupiter  Hotel,30000,4,"Check in: 14:00
Check out: 12:00",0,,,,, Conference Room,, Breakfast,,, Restaurant,,,,,,,,,,,,,,,,,,,,,,,,, Billiards,,,,,, Table tennis,,,,,,,
223,Nairi Hotel,12000,3,"Check in: 14:00
Check out: 12:00",0,,,,,,, Breakfast,,,,,,,,,,,,,,,,, Laundry,,,,,,,,,,,,,,,,,,,,,,,,
224,Avetis Hotel,12000,3,"Check in: 14:00
Check out: 12:00",0,,,,,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Tsovasar Family Rest Complex,32000,0,"Check in: 14:00
Check out: 12:00",0,, Pool, Parking, Wi-Fi,,, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,,,,, Playground,,, Billiards,,,,,,,, Kid's room,,,,, Tennis
226,Mimino Guesthouse,14000,0,"Check in: 14:00
Check out: 12:00",0,, Pool, Parking, Wi-Fi,,, Breakfast, Cafe,,,,,,,,,,,,,,,, Laundry, Room service,,,,,,,,,, Billiards,,,,,, Table tennis,,,,,,,
227,Gladzor Cottage,25000,0,"Check in: 14:00
Check out: 12:00",0,, Pool,,,,, Breakfast,,,,,,,,,,,,,,,,,,,,, Wardrobe,, Bathroom,, Playground,, Table/Desk,,,,,,,,, Kid's room,,,,,
228,Diligence Holiday Home,18000,3,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,,, Breakfast,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,,,,, Playground,,, Billiards,,,, Grill/BBQ, Garden, Table tennis,,,,,,,
229,Russia Hotel,24500,0,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning,,,, Restaurant,,,,,,,,,,,,,,,,,,, Phone,,, Playground, Fitness,,,,,,,,,,, FB meal,,,,
230,Europe Hotel Yerevan,35000,4,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi, Conference Room, Air Conditioning,,,,,,,,,,,,,,,,,,,,,,, Phone,,,,,,,, SPA,,,,,,,,,,,
231,Forum Hotel,35000,4,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,, Air Conditioning, Breakfast,,,,,,,,,,,,,,,,,, Room service,,,,, Bathroom,,,,,,, SPA,,,,,,,,,,,
232,Moscow House Hotel,24000,3,"Check in: 12:00
Check out: 12:00",0,,, Parking, Wi-Fi, Conference Room, Air Conditioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, SPA,,,,,,,,,,,
233,Mge Cavalier,20000,0,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,, Wardrobe, Phone, Bathroom,, Playground,, Table/Desk,, Refrigerator,, Kitchen, Grill/BBQ, Garden, Table tennis,, Kid's room,,,,,
234,Olympia Garden,30000,3,"Check in: 14:00
Check out: 12:00",0,,, Parking,,, Air Conditioning,, Cafe,,,,,,,,,,,,,,,,,,,, Wardrobe, Phone,, Dryer,,,,,, SPA,,, Garden,,,,,,,,
235,Bass Boutique Hotel,20000,4,"Check in: 14:00
Check out: 12:00",0,, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast, Cafe, Jacuzzi, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,,,,,,,, Billiards,, SPA,,, Garden,,,,,,,,
236,Noy Land Resort,32000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi, Conference Room,, Breakfast,,, Restaurant,,,,,,,,,,,,,,,,,, Wardrobe, Phone, Bathroom,, Playground,,,, Refrigerator,,, Grill/BBQ,,,,,,,,,
237,Arpa Hotel,17000,2,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Garden,,,,,,,,
238,EvMari Guesthouse,10000,0,"Check in: 14:00
Check out: 12:00",0,,,, Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Tufenkian Avan Marak Tsapatagh,24000,4,"Check in: 15:00
Check out: 12:00",0,,,,, Conference Room,, Breakfast,, Jacuzzi, Restaurant,,,,,,,,,,,,,,,,,,,,,,,,, Billiards,,,,,, Table tennis,,,,,,,
240,Villadzor Apart Hotel,22100,0,"Check in: 14:00
Check out: 12:00",0,,,, Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Areg Hotel,18000,3,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,,,,,,,,,,,,,,,,,,, Laundry, Room service,,,, Phone,,,,,,,, SPA,,,,,,, FB meal,,,,
242,Lori Resort,22000,1,"Check in: 10:00
Check out: 10:00",0,,, Parking,, Conference Room,,,,,,,,,,,,,,,,,,,,,,,, Phone, Bathroom,, Playground,, Table/Desk, Billiards,,,,, Garden,,,,,,,,
243,Christy Hotel,12000,0,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,, Wardrobe,, Bathroom,,,,,,,,,,,,,,,,,,
244,Yerevan Hotel,18000,3,"Check in: 14:00
Check out: 12:00",0,,,, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,, Playground,,, Billiards,,,,,,,,,,,,,
245,Berlin Art Hotel,27000,3,"Check in: 14:00
Check out: 12:00",0,,, Parking,, Conference Room,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Haghartsin Hotel,30000,0,"Check in: 14:00
Check out: 12:00",3,, Pool, Parking, Wi-Fi, Conference Room,, Breakfast, Cafe,,,,,,,,,,,,,,,, Laundry,,,,,,,, Playground, Fitness,,,,,,,,,, Kid's room,,,,,
247,Dilijan Hotel Resort,25000,4,"Check in: 14:00
Check out: 12:00",1, TV, Pool, Parking, Wi-Fi, Conference Room,, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,, Phone, Bathroom,, Playground, Fitness,, Billiards,, SPA,,,, Table tennis, Cottages, Kid's room,,,,,
248,Daravand Guesthouse,13000,0,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi,,, Breakfast,,,,,,,,,,,,,,,,,,,,,,,,, Playground,,,,,,,, Garden,,,,,,,,
249,World of Gold Holiday House,20000,3,"Check in: 14:00
Check out: 12:00",0, TV, Pool, Parking, Wi-Fi,,,, Cafe,, Restaurant,,,,,,,,,,,,,, Laundry,,,,, Phone, Bathroom,, Playground, Fitness,, Billiards,,,,, Garden, Table tennis,,,,,,,
250,Tsaghkadzor Marriott Hotel,60000,5,"Check in: 15:00
Check out: 12:00",1, TV, Pool, Parking, Wi-Fi, Conference Room,, Breakfast,,, Restaurant,,,,,,,,,,,,,,,,,,,,,, Playground, Fitness,, Billiards,, SPA,,,,,,,,,,, Tennis
251,Elegant Hotel & Resort,28000,4,"Check in: 14:00
Check out: 12:00",4,, Pool, Parking, Wi-Fi, Conference Room,, Breakfast,,, Restaurant,,,,,,,,,,,,,,, Room service,,,,,,, Playground, Fitness,, Billiards,,,,,,,,,,,,,
252,Erebuni Hotel,26000,4,"Check in: 14:00
Check out: 12:00",0,,, Parking, Wi-Fi, Conference Room, Air Conditioning,,,, Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,, SPA,,,,,,,,,,,
253,Imperial Palace Hotel,45000,4,"Check in: 14:00
Check out: 12:00",0, TV,, Parking, Wi-Fi, Conference Room,,,,, Restaurant,,,,,,,,,,,,,, Laundry, Room service,,,,, Bathroom,, Playground,,,,, SPA,,,,,,, FB meal,,,,
254,Minotel Barsam Suites Hotel,30000,4,"Check in: 14:00
Check out: 12:00",0, TV,,, Wi-Fi, Conference Room, Air Conditioning,,,,,,,,,,,,,,,,,, Laundry,,,,, Phone, Bathroom,,,,,,, SPA,,,,,,,,,,,
255,Park Resort Aghveran,22500,0,"Check in: 14:00
Check out: 12:00",2, TV,, Parking, Wi-Fi, Conference Room, Air Conditioning,,,, Restaurant,,,,,,,,,,,,,,,,,,,,,, Playground,,, Billiards,,,,, Garden, Table tennis,, Kid's room,,,,,
256,Paris Hotel,37000,4,"Check in: 14:00
Check out: 12:00",1, TV,, Parking, Wi-Fi, Conference Room,, Breakfast, Cafe,,,,,,,,,,,,,,,,,,,,,, Bathroom, Dryer,, Fitness, Table/Desk,,, SPA,,,,,,,,,,,
257,Aliq Hotel,15000,3,"Check in: 14:00
Check out: 12:00",1, TV, Pool, Parking, Wi-Fi, Conference Room, Air Conditioning, Breakfast, Cafe,, Restaurant,,,,,,,,,,,,,,,,,,,,,, Playground,,, Billiards,,,,,, Table tennis,, Kid's room,,,,,
